ID_Tiempo_Costo,ID_Ruta,Tiempo_Transporte (hrs),Costo_Total ($),Fecha_Transporte
TC3364,R100,6.49,408,2024-02-20
TC3365,R171,4.96,312,2021-03-05
TC3366,R469,7.08,202,2018-01-25
TC3367,R156,8.42,494,2020-02-09
TC3368,R279,3.05,240,2022-08-31
TC3369,R096,3.54,107,2023-01-16
TC3370,R142,4.86,253,2017-08-19
TC3371,R152,7.53,256,2021-10-23
TC3372,R390,5.33,268,2022-12-13
TC3373,R232,8.66,430,2023-02-28
TC3374,R236,9.44,465,2023-03-16
TC3375,R266,8.78,169,2021-05-01
TC3376,R467,3.76,404,2021-03-22
TC3377,R290,8.04,274,2017-03-14
TC3378,R359,1.52,168,2016/04/03
TC3379,R113,8.74,428,2022-05-01
TC3380,R473,9.96,256,2020-02-10
TC3381,R348,7.85,115,2022-01-04
TC3382,R031,7.46,375,2016/10/25
TC3383,R383,4.51,381,2024-07-12
TC3384,R261,8.55,301,2023-08-29
TC3385,R190,8.7,130,2018-04-09
TC3386,R248,4.93,497,2019-07-31
TC3387,R396,1.65,271,2016/08/10
TC3388,R223,8.77,300,2018-01-13
TC3389,R303,5.66,85,2019-09-08
TC3390,R135,5.86,134,2020-02-28
TC3391,R339,7.86,156,2016/02/25
TC3392,R279,7.48,167,2023-11-01
TC3393,R252,5.44,145,2023-09-25
TC3394,R449,8.18,173,2018-12-03
TC3395,R193,8.06,120,2019-06-04
TC3396,R307,3.22,136,2024-05-26
TC3397,R203,2.69,268,2021-11-03
TC3398,R477,9.91,162,2018-03-07
TC3399,R258,8.01,487,2023-10-30
TC3400,R013,8.68,146,2017-04-17
TC3401,R090,9.83,339,2020-01-04
TC3402,R385,5.17,355,2023-11-27
TC3403,R308,9.53,277,2020-06-02
TC3404,R134,3.53,116,2018-12-25
TC3405,R006,3.55,474,2017-06-28
TC3406,R346,4.06,298,2018-09-13
TC3407,R453,5.75,71,2021-12-25
TC3408,R189,4.46,496,2022-08-20
TC3409,R278,1.23,178,2023-09-06
TC3410,R250,6.73,190,2019-10-31
TC3411,R063,7.76,363,2021-01-04
TC3412,R295,4.66,486,2021-06-14
TC3413,R410,3.03,285,2020-01-06
TC3414,R061,6.03,202,2018-12-02
TC3415,R265,5.67,275,2024-01-12
TC3416,R051,5.53,162,2020-05-29
TC3417,R444,1.21,400,2018-06-19
TC3418,R061,5.5,184,2023-07-22
TC3419,R480,4.6,269,2019-01-01
TC3420,R419,1.16,363,2017-03-30
TC3421,R016,9.48,366,2024-04-06
TC3422,R345,1.79,77,2023-06-12
TC3423,R204,7.13,321,2017-12-07
TC3424,R241,3.92,463,2019-03-09
TC3425,R343,2.31,124,2019-05-18
TC3426,R273,6.16,231,2023-08-03
TC3427,R474,9.4,368,2019-09-14
TC3428,R357,1.87,380,2016/08/24
TC3429,R191,3.23,418,2019-07-26
TC3430,R365,4.4,291,2020-01-23
TC3431,R158,4.47,263,2016/11/24
TC3432,R114,6.6,229,2017-07-29
TC3433,R025,6.05,442,2018-02-11
TC3434,R030,2.49,389,2023-01-04
TC3435,R367,8.9,500,2023-09-16
TC3436,R238,3.49,56,2020-04-13
TC3437,R161,4.39,91,2017-08-21
TC3438,R386,2.7,243,2022-09-26
TC3439,R426,9.97,407,2021-02-04
TC3440,R105,1.11,373,2020-07-03
TC3441,R010,5.28,71,2019-01-17
TC3442,R236,3.48,191,2020-07-22
TC3443,R131,2.81,176,2020-02-16
TC3444,R454,7.01,119,2017-05-18
TC3445,R138,9.99,135,2023-09-12
TC3446,R046,1.11,459,2024-05-28
TC3447,R481,3.85,255,2017-06-26
TC3448,R125,7.4,385,2019-10-06
TC3449,R422,8.71,177,2022-04-13
TC3450,R450,8.02,330,2024-03-25
TC3451,R290,6.68,337,2018-02-09
TC3452,R066,9.53,136,2018-03-28
TC3453,R357,6.81,254,2018-07-12
TC3454,R196,3.67,358,2021-07-26
TC3455,R305,8.35,418,2018-08-05
TC3456,R373,1.2,465,2019-04-10
TC3457,R379,3.52,98,2023-08-10
TC3458,R377,5.73,304,2022-03-15
TC3459,R294,9.93,216,2017-09-25
TC3460,R431,7.93,304,2016/10/21
TC3461,R106,8.89,325,2020-06-14
TC3462,R303,3.37,222,2022-03-19
TC3463,R483,1.63,299,2017-08-03
TC3464,R426,3.22,356,2018-06-08
TC3465,R350,7.96,202,2024-01-04
TC3466,R213,6.74,103,2018-01-27
TC3467,R158,2.11,463,2021-12-23
TC3468,R393,9.65,116,2023-10-26
TC3469,R371,1.11,118,2019-10-22
TC3470,R460,6.35,197,2022-05-29
TC3471,R036,9.66,141,2020-07-31
TC3472,R039,7.15,161,2018-11-29
TC3473,R109,1.9,395,2020-03-19
TC3474,R264,7.65,243,2022-03-27
TC3475,R326,9.08,120,2018-02-07
TC3476,R393,3.25,265,2019-04-13
TC3477,R380,3.84,262,2021-02-10
TC3478,R184,3.08,438,2018-12-27
TC3479,R418,4.37,71,2018-09-21
TC3480,R034,8.07,497,2020-09-28
TC3481,R055,6.05,446,2024-02-25
TC3482,R164,1.23,304,2020-05-26
TC3483,R154,7.8,83,2019-04-25
TC3484,R136,2.95,389,2017-06-19
TC3485,R359,2.86,295,2016/08/08
TC3486,R002,7.36,353,2019-02-17
TC3487,R207,4.12,63,2024-06-16
TC3488,R445,5.38,80,2020-12-20
TC3489,R369,5.77,262,2023-01-10
TC3490,R032,7.95,198,2022-12-28
TC3491,R490,1.63,317,2016/10/05
TC3492,R151,5.59,330,2021-11-25
TC3493,R473,3.19,201,2017-01-26
TC3494,R231,5.55,182,2019-06-22
TC3495,R038,5.98,102,2022-09-26
TC3496,R268,6.02,233,2020-07-02
TC3497,R463,3.03,177,2024-01-26
TC3498,R233,9.58,266,2021-11-15
TC3499,R149,2.62,320,2017-09-16
TC3500,R281,2.38,422,2018-02-24
TC3501,R325,6.02,406,2024-04-30
TC3502,R054,4.84,401,2016/01/29
TC3503,R461,4.41,386,2019-04-08
TC3504,R074,1.34,121,2018-01-06
TC3505,R014,7.6,245,2017-08-08
TC3506,R030,2.95,252,2021-08-03
TC3507,R392,5.22,100,2022-01-21
TC3508,R028,9.43,152,2020-02-17
TC3509,R258,5.84,493,2022-07-14
TC3510,R089,6.77,164,2021-01-09
TC3511,R308,1.71,194,2016/09/21
TC3512,R238,3.9,440,2016/02/21
TC3513,R125,3.21,483,2016/02/22
TC3514,R029,8.05,484,2019-04-06
TC3515,R370,7.01,442,2023-07-04
TC3516,R438,6.46,280,2023-04-19
TC3517,R263,3.49,104,2019-04-21
TC3518,R134,3.98,364,2018-02-16
TC3519,R031,8.97,367,2018-11-15
TC3520,R475,9.43,243,2016/06/22
TC3521,R207,3.1,63,2019-10-05
TC3522,R418,2.23,192,2025-01-21
TC3523,R315,4.84,489,2017-06-09
TC3524,R314,1.84,385,2023-07-04
TC3525,R333,1.75,417,2017-11-28
TC3526,R378,4.46,187,2017-03-09
TC3527,R077,6.76,198,2021-09-03
TC3528,R350,2.17,82,2017-09-13
TC3529,R068,6.4,120,2018-02-07
TC3530,R187,1.92,336,2018-05-12
TC3531,R119,3.23,430,2019-06-02
TC3532,R245,1.66,489,2018-06-24
TC3533,R394,2.44,480,2024-06-16
TC3534,R200,1.74,227,2017-02-09
TC3535,R408,7.45,486,2019-08-04
TC3536,R095,2.87,158,2017-02-06
TC3537,R084,5.3,76,2022-11-30
TC3538,R478,4.62,177,2019-03-11
TC3539,R164,7.02,124,2017-10-28
TC3540,R289,3.4,366,2024-01-31
TC3541,R340,5.24,194,2017-12-06
TC3542,R043,8.61,335,2023-08-08
TC3543,R330,8.14,84,2019-06-11
TC3544,R269,2.67,429,2021-12-04
TC3545,R001,6.8,292,2024-04-04
TC3546,R046,9.41,143,2024-07-23
TC3547,R405,1.47,385,2023-10-10
TC3548,R117,6.49,489,2020-02-24
TC3549,R307,2.05,264,2022-11-30
TC3550,R223,1.45,249,2021-12-30
TC3551,R385,5.6,326,2024-08-15
TC3552,R346,3.47,91,2017-08-12
TC3553,R140,1.79,252,2018-02-08
TC3554,R288,8.81,56,2018-11-11
TC3555,R324,1.56,130,2022-07-09
TC3556,R085,4.13,493,2016/09/06
TC3557,R153,3.52,73,2017-10-08
TC3558,R256,6.99,145,2019-05-04
TC3559,R189,5.06,389,2017-09-08
TC3560,R357,4.83,110,2024-03-06
TC3561,R271,1.2,466,2018-05-15
TC3562,R132,6.68,202,2021-07-14
TC3563,R330,8.04,102,2017-05-23
TC3564,R475,5.14,69,2022-03-22
TC3565,R116,5.2,393,2022-10-06
TC3566,R255,5.84,346,2018-01-15
TC3567,R405,1.48,110,2021-07-17
TC3568,R319,1.75,235,2019-05-22
TC3569,R279,3.74,165,2020-02-01
TC3570,R483,7.58,101,2017-08-01
TC3571,R377,2.61,273,2017-08-23
TC3572,R115,8.69,56,2021-07-05
TC3573,R456,4.39,64,2021-11-16
TC3574,R135,1.47,476,2018-09-16
TC3575,R431,6.15,229,2020-01-16
TC3576,R487,7.3,83,2019-03-06
TC3577,R472,1.96,440,2023-11-13
TC3578,R080,6.27,485,2019-01-08
TC3579,R255,9.23,233,2021-05-14
TC3580,R146,8.35,224,2020-12-23
TC3581,R163,9.24,219,2022-04-01
TC3582,R098,2.28,138,2017-05-18
TC3583,R456,2.87,180,2021-07-02
TC3584,R246,7.81,286,2022-01-02
TC3585,R309,1.63,395,2022-02-16
TC3586,R210,7.83,262,2023-01-13
TC3587,R443,4.45,378,2020-05-09
TC3588,R463,9.08,218,2022-10-19
TC3589,R180,3.61,475,2023-06-29
TC3590,R307,8.0,249,2021-06-23
TC3591,R088,6.79,172,2022-03-31
TC3592,R161,9.32,148,2018-06-14
TC3593,R069,1.06,489,2019-07-26
TC3594,R188,4.27,300,2017-10-01
TC3595,R181,4.69,62,2017-03-15
TC3596,R110,8.82,154,2017-04-23
TC3597,R149,2.09,471,2022-04-07
TC3598,R301,6.58,418,2016/02/13
TC3599,R245,4.62,309,2024-09-20
TC3600,R373,8.35,62,2018-02-25
TC3601,R160,3.27,162,2024-09-09
TC3602,R354,4.86,404,2024-04-08
TC3603,R025,2.47,61,2018-06-25
TC3604,R107,5.97,214,2020-11-22
TC3605,R309,1.19,393,2018-08-08
TC3606,R395,5.25,331,2018-04-03
TC3607,R098,3.73,485,2017-05-25
TC3608,R159,4.29,162,2020-05-27
TC3609,R115,1.9,159,2019-06-17
TC3610,R476,3.8,485,2019-04-17
TC3611,R030,3.15,256,2018-09-06
TC3612,R169,9.91,61,2020-12-04
TC3613,R229,9.6,357,2021-01-07
TC3614,R226,8.38,69,2020-03-15
TC3615,R331,4.1,499,2020-01-09
TC3616,R054,3.1,401,2023-09-15
TC3617,R083,1.82,373,2020-09-04
TC3618,R221,5.19,115,2017-07-27
TC3619,R288,7.87,399,2023-12-24
TC3620,R463,8.55,311,2018-01-19
TC3621,R282,5.83,250,2022-08-24
TC3622,R343,4.17,237,2018-08-31
TC3623,R129,1.04,346,2023-01-23
TC3624,R056,5.9,136,2018-08-15
TC3625,R180,9.3,318,2016/04/07
TC3626,R256,9.16,297,2021-11-03
TC3627,R173,2.59,495,2021-03-24
TC3628,R466,8.62,115,2024-07-09
TC3629,R413,7.74,168,2024-03-27
TC3630,R022,5.92,301,2017-09-12
TC3631,R465,7.25,269,2022-04-02
TC3632,R386,7.97,252,2016/11/28
TC3633,R074,1.35,295,2021-03-20
TC3634,R215,6.6,347,2017-06-30
TC3635,R459,8.97,83,2017-03-08
TC3636,R186,1.38,157,2023-12-27
TC3637,R350,3.06,219,2023-03-01
TC3638,R330,3.3,340,2020-06-26
TC3639,R181,2.02,407,2018-08-07
TC3640,R457,5.36,220,2017-10-08
TC3641,R384,4.44,426,2019-10-17
TC3642,R407,5.35,243,2018-02-03
TC3643,R236,2.4,218,2018-11-16
TC3644,R464,5.3,107,2016/06/23
TC3645,R433,2.45,436,2018-04-15
TC3646,R156,7.18,395,2020-07-19
TC3647,R227,8.66,180,2019-09-19
TC3648,R013,4.8,441,2019-08-24
TC3649,R036,5.19,67,2017-08-12
TC3650,R267,6.89,401,2019-03-10
TC3651,R012,9.39,164,2017-06-22
TC3652,R210,7.5,332,2017-06-29
TC3653,R290,3.67,193,2020-08-19
TC3654,R487,6.4,85,2018-07-01
TC3655,R185,7.13,291,2019-12-06
TC3656,R042,9.24,329,2016/08/21
TC3657,R350,3.05,95,2024-03-11
TC3658,R186,1.46,211,2016/07/25
TC3659,R360,6.84,307,2016/03/26
TC3660,R375,2.8,193,2023-06-15
TC3661,R179,9.19,463,2017-02-13
TC3662,R125,4.79,263,2025-01-22
TC3663,R033,7.82,419,2024-08-23
TC3664,R403,9.03,460,2019-03-10
TC3665,R254,1.23,344,2016/03/28
TC3666,R274,3.26,107,2019-12-01
TC3667,R032,3.57,226,2017-05-05
TC3668,R470,1.19,476,2024-05-28
TC3669,R250,6.12,151,2018-11-13
TC3670,R395,9.1,364,2020-02-16
TC3671,R199,8.21,269,2019-06-29
TC3672,R498,7.86,422,2016/10/29
TC3673,R031,8.74,164,2019-04-21
TC3674,R167,8.61,452,2021-06-09
TC3675,R350,9.93,423,2024-12-24
TC3676,R257,3.45,159,2016/11/04
TC3677,R141,3.56,172,2021-04-30
TC3678,R229,3.92,251,2018-11-04
TC3679,R234,8.63,140,2017-08-13
TC3680,R480,7.85,195,2018-03-01
TC3681,R384,3.62,67,2025-01-09
TC3682,R450,8.58,56,2020-12-23
TC3683,R262,2.42,77,2022-02-06
TC3684,R463,5.42,101,2016/03/14
TC3685,R093,7.2,377,2022-09-01
TC3686,R059,9.57,185,2024-11-15
TC3687,R147,4.47,99,2023-08-17
TC3688,R368,3.8,400,2020-07-08
TC3689,R400,3.4,149,2020-05-26
TC3690,R132,6.4,120,2016/08/15
TC3691,R129,6.34,131,2024-04-18
TC3692,R014,4.15,396,2021-11-11
TC3693,R480,2.2,234,2022-06-11
TC3694,R274,5.67,83,2019-01-30
TC3695,R059,2.52,169,2016/08/13
TC3696,R401,7.66,366,2023-08-27
TC3697,R221,1.64,393,2024-07-12
TC3698,R371,6.94,139,2023-02-07
TC3699,R132,4.84,139,2017-09-01
TC3700,R332,5.7,62,2022-11-05
TC3701,R103,7.07,71,2022-08-22
TC3702,R331,4.37,317,2023-10-14
TC3703,R107,5.56,163,2020-05-08
TC3704,R375,6.6,225,2023-10-01
TC3705,R026,4.0,227,2019-11-07
TC3706,R358,1.47,405,2023-05-20
TC3707,R464,4.19,97,2022-12-31
TC3708,R446,1.07,291,2018-01-26
TC3709,R029,8.31,360,2016/08/29
TC3710,R002,3.36,78,2022-09-18
TC3711,R145,7.11,229,2021-01-08
TC3712,R273,9.53,244,2024-07-28
TC3713,R037,7.04,183,2021-02-18
TC3714,R309,1.21,90,2024-01-08
TC3715,R441,1.16,379,2020-03-31
TC3716,R094,8.17,130,2024-07-25
TC3717,R327,4.85,290,2016/07/05
TC3718,R080,3.2,81,2024-06-17
TC3719,R299,4.36,253,2024-07-29
TC3720,R233,2.35,280,2022-06-16
TC3721,R099,9.65,69,2020-10-20
TC3722,R078,4.39,341,2021-04-08
TC3723,R371,9.43,294,2021-11-22
TC3724,R463,3.48,117,2024-03-06
TC3725,R397,3.13,343,2021-11-17
TC3726,R107,7.28,495,2019-09-05
TC3727,R474,8.45,467,2018-05-14
TC3728,R386,8.07,275,2024-09-06
TC3729,R301,3.06,100,2022-06-02
TC3730,R200,1.44,449,2023-07-25
TC3731,R274,6.37,305,2024-04-18
TC3732,R450,9.95,351,2019-12-03
TC3733,R309,8.28,442,2020-07-04
TC3734,R330,8.95,398,2017-01-16
TC3735,R247,6.31,230,2018-08-07
TC3736,R418,5.67,425,2017-07-03
TC3737,R115,4.96,409,2017-09-17
TC3738,R447,4.5,195,2017-03-20
TC3739,R136,6.98,99,2021-11-05
TC3740,R312,4.12,154,2016/03/27
TC3741,R410,1.42,129,2017-04-02
TC3742,R206,4.02,321,2016/06/03
TC3743,R416,2.89,300,2020-10-12
TC3744,R434,2.15,353,2023-11-15
TC3745,R215,6.08,309,2017-12-09
TC3746,R150,9.04,486,2016/08/31
TC3747,R435,9.51,159,2017-02-25
TC3748,R052,4.57,195,2023-05-07
TC3749,R411,5.87,244,2016/05/07
TC3750,R388,8.22,257,2019-01-16
TC3751,R438,1.17,207,2023-07-28
TC3752,R422,1.91,406,2024-08-20
TC3753,R365,2.43,335,2016/12/23
TC3754,R187,1.84,373,2024-04-10
TC3755,R208,1.14,270,2022-04-25
TC3756,R180,7.34,95,2018-11-19
TC3757,R428,4.73,422,2017-02-25
TC3758,R011,7.68,285,2023-04-17
TC3759,R261,1.28,488,2023-05-28
TC3760,R222,8.95,97,2024-01-25
TC3761,R483,9.02,88,2020-03-16
TC3762,R075,2.97,443,2020-05-09
TC3763,R082,4.04,106,2017-11-25
TC3764,R033,7.74,147,2017-02-08
TC3765,R384,6.79,205,2018-09-06
TC3766,R230,8.46,192,2021-12-28
TC3767,R360,4.18,474,2024-07-19
TC3768,R056,8.31,440,2020-09-24
TC3769,R237,9.36,473,2021-06-13
TC3770,R130,8.64,108,2018-08-28
TC3771,R351,8.77,347,2024-07-20
TC3772,R496,1.99,421,2018-05-27
TC3773,R129,4.08,180,2016/10/01
TC3774,R089,6.88,250,2017-07-01
TC3775,R225,7.93,372,2022-01-24
TC3776,R121,1.4,194,2020-06-27
TC3777,R008,6.51,168,2020-08-11
TC3778,R043,2.96,252,2022-01-29
TC3779,R470,7.93,272,2024-10-25
TC3780,R044,2.72,417,2021-04-15
TC3781,R377,8.62,325,2019-05-08
TC3782,R144,8.77,355,2019-02-19
TC3783,R267,6.42,153,2023-07-24
TC3784,R113,7.98,344,2018-11-10
TC3785,R103,1.82,411,2024-12-31
TC3786,R264,5.1,305,2018-11-17
TC3787,R206,1.82,226,2021-10-27
TC3788,R396,3.11,230,2024-03-23
TC3789,R205,8.85,369,2021-03-31
TC3790,R410,2.24,94,2016/05/30
TC3791,R225,6.27,300,2016/02/12
TC3792,R299,1.57,315,2019-06-23
TC3793,R208,6.52,238,2021-08-03
TC3794,R292,2.11,262,2022-10-29
TC3795,R490,6.43,326,2023-09-08
TC3796,R085,2.07,73,2021-06-10
TC3797,R320,1.88,394,2022-07-07
TC3798,R108,9.76,270,2016/09/15
TC3799,R105,5.28,186,2023-10-30
TC3800,R120,9.9,158,2020-06-23
TC3801,R113,2.64,95,2020-03-15
TC3802,R143,4.98,123,2023-11-10
TC3803,R286,8.33,200,2018-07-31
TC3804,R193,1.48,54,2017-02-17
TC3805,R392,4.58,487,2022-06-13
TC3806,R282,8.9,164,2018-12-20
TC3807,R165,2.64,149,2023-11-25
TC3808,R426,7.29,281,2024-10-15
TC3809,R324,1.08,212,2020-12-04
TC3810,R129,7.83,331,2019-10-01
TC3811,R186,3.59,91,2020-08-25
TC3812,R205,8.04,137,2018-08-08
TC3813,R066,3.07,248,2021-04-13
TC3814,R323,8.39,389,2018-06-03
TC3815,R439,4.76,444,2019-10-31
TC3816,R388,5.33,102,2017-05-17
TC3817,R249,1.83,139,2016/11/05
TC3818,R179,2.82,112,2021-03-08
TC3819,R248,6.59,189,2022-06-18
TC3820,R224,5.94,112,2021-01-31
TC3821,R191,7.64,242,2016/09/08
TC3822,R500,2.61,382,2020-07-19
TC3823,R410,9.3,171,2019-01-20
TC3824,R376,2.21,268,2021-11-12
TC3825,R358,6.95,169,2018-01-12
TC3826,R133,5.19,364,2020-12-16
TC3827,R313,4.34,266,2022-05-22
TC3828,R168,2.63,478,2021-05-19
TC3829,R098,7.17,491,2017-11-23
TC3830,R382,6.64,472,2016/12/01
TC3831,R071,3.34,175,2023-05-27
TC3832,R238,7.07,310,2017-03-21
TC3833,R144,8.95,253,2021-06-27
TC3834,R050,7.75,125,2018-12-08
TC3835,R037,8.43,450,2023-11-02
TC3836,R392,4.3,484,2017-07-10
TC3837,R026,1.73,275,2018-11-10
TC3838,R263,2.46,373,2018-12-23
TC3839,R397,4.07,499,2017-05-26
TC3840,R348,8.49,176,2021-01-01
TC3841,R371,1.19,428,2024-04-15
TC3842,R112,9.36,164,2022-12-29
TC3843,R316,9.84,468,2023-02-21
TC3844,R010,5.21,392,2021-05-19
TC3845,R457,4.22,462,2017-11-01
TC3846,R040,1.07,155,2024-02-06
TC3847,R491,1.67,370,2022-10-22
TC3848,R409,8.65,382,2021-09-03
TC3849,R410,2.29,134,2018-04-13
TC3850,R469,5.54,472,2024-08-12
TC3851,R312,9.07,172,2023-06-25
TC3852,R419,5.34,294,2016/04/10
TC3853,R400,4.19,124,2018-03-12
TC3854,R176,6.75,298,2024-10-17
TC3855,R199,1.2,70,2023-10-15
TC3856,R437,1.26,122,2017-03-20
TC3857,R452,9.02,282,2018-09-24
TC3858,R360,1.86,156,2022-06-29
TC3859,R410,2.04,171,2020-09-29
TC3860,R192,4.32,442,2018-09-19
TC3861,R338,7.92,405,2022-06-16
TC3862,R228,9.64,256,2016/09/11
TC3863,R302,7.49,254,2025-01-10
TC3864,R275,9.14,221,2023-03-17
TC3865,R245,3.2,431,2023-10-20
TC3866,R381,9.53,207,2022-02-25
TC3867,R111,9.98,302,2017-12-16
TC3868,R310,9.91,423,2023-01-23
TC3869,R111,8.7,201,2018-02-20
TC3870,R324,7.52,157,2023-03-19
TC3871,R457,3.76,264,2020-12-07
TC3872,R254,2.45,451,2018-09-27
TC3873,R488,9.71,384,2024-11-17
TC3874,R436,5.04,310,2025-01-14
TC3875,R371,8.49,53,2019-06-26
TC3876,R084,4.89,86,2021-07-04
TC3877,R144,7.94,150,2019-02-07
TC3878,R489,8.9,496,2020-12-15
TC3879,R046,8.9,57,2022-05-05
TC3880,R266,4.25,153,2021-01-24
TC3881,R376,9.49,370,2019-09-11
TC3882,R485,5.47,432,2021-07-15
TC3883,R379,1.7,283,2020-12-09
TC3884,R441,5.85,411,2018-02-17
TC3885,R411,5.0,491,2020-05-07
TC3886,R111,8.53,317,2019-11-15
TC3887,R041,7.1,451,2016/10/02
TC3888,R020,7.25,72,2016/11/14
TC3889,R062,4.55,244,2023-10-28
TC3890,R337,8.19,139,2016/03/27
TC3891,R451,8.25,333,2016/11/19
TC3892,R490,6.3,438,2020-04-01
TC3893,R029,5.05,105,2016/09/19
TC3894,R252,4.95,318,2021-09-11
TC3895,R152,2.61,323,2020-06-05
TC3896,R202,9.28,317,2017-09-30
TC3897,R411,4.43,477,2019-06-26
TC3898,R263,5.39,450,2021-10-16
TC3899,R483,7.63,377,2025-01-13
TC3900,R349,2.78,377,2018-01-17
TC3901,R309,3.9,260,2017-06-03
TC3902,R395,3.97,51,2019-05-20
TC3903,R447,6.29,253,2019-12-14
TC3904,R160,6.77,79,2024-03-25
TC3905,R342,6.68,124,2024-06-10
TC3906,R395,9.37,172,2017-08-19
TC3907,R194,5.38,179,2020-06-13
TC3908,R370,4.09,364,2016/12/10
TC3909,R017,3.35,339,2022-08-31
TC3910,R458,7.14,278,2016/07/30
TC3911,R026,1.53,457,2022-05-19
TC3912,R058,3.42,453,2016/01/26
TC3913,R127,9.84,448,2020-05-13
TC3914,R075,9.29,76,2018-08-29
TC3915,R481,8.53,267,2022-07-04
TC3916,R166,9.09,290,2024-03-28
TC3917,R454,2.35,272,2022-08-17
TC3918,R476,9.25,264,2025-01-02
TC3919,R462,6.64,321,2023-12-27
TC3920,R032,3.13,66,2024-10-19
TC3921,R402,8.52,403,2022-04-20
TC3922,R495,5.97,257,2023-05-08
TC3923,R028,5.93,178,2019-09-26
TC3924,R197,7.91,135,2022-02-09
TC3925,R191,8.65,381,2024-08-17
TC3926,R337,4.36,65,2020-07-04
TC3927,R173,2.37,470,2017-06-15
TC3928,R374,8.96,148,2021-03-21
TC3929,R087,4.3,471,2016/06/03
TC3930,R188,8.2,203,2021-08-30
TC3931,R245,9.65,134,2024-02-28
TC3932,R351,6.21,485,2024-06-04
TC3933,R322,3.2,500,2024-12-23
TC3934,R030,7.87,398,2023-10-05
TC3935,R275,6.37,300,2019-06-13
TC3936,R053,8.43,486,2016/06/11
TC3937,R339,3.06,125,2024-11-08
TC3938,R110,3.68,372,2023-12-09
TC3939,R141,1.34,358,2021-08-03
TC3940,R049,6.71,91,2021-11-11
TC3941,R271,3.94,74,2019-07-17
TC3942,R483,8.72,84,2021-06-22
TC3943,R312,5.82,484,2017-01-12
TC3944,R490,4.89,76,2016/02/21
TC3945,R119,2.97,300,2020-06-20
TC3946,R296,6.09,111,2022-10-22
TC3947,R497,4.77,206,2016/02/22
TC3948,R146,9.0,448,2021-09-09
TC3949,R315,4.11,149,2021-08-16
TC3950,R043,8.54,364,2016/07/28
TC3951,R203,4.98,442,2023-02-25
TC3952,R407,6.19,347,2020-01-19
TC3953,R454,3.82,176,2020-06-13
TC3954,R430,2.64,134,2023-04-26
TC3955,R480,3.48,182,2020-12-21
TC3956,R342,5.21,355,2019-05-05
TC3957,R024,8.27,219,2024-12-30
TC3958,R403,9.76,50,2021-01-04
TC3959,R434,5.17,298,2024-03-01
TC3960,R022,8.51,432,2023-01-06
TC3961,R286,2.23,60,2019-01-07
TC3962,R291,9.58,377,2024-07-01
TC3963,R331,4.54,176,2018-06-25
TC3964,R153,4.04,153,2023-05-04
TC3965,R485,1.43,140,2023-07-06
TC3966,R459,8.75,376,2023-10-23
TC3967,R442,5.67,410,2016/06/15
TC3968,R465,6.54,386,2017-10-16
TC3969,R071,3.18,432,2018-10-05
TC3970,R291,8.92,173,2023-01-17
TC3971,R119,4.66,297,2024-03-24
TC3972,R137,2.53,316,2021-08-23
TC3973,R468,4.85,138,2018-03-30
TC3974,R241,6.16,124,2019-05-27
TC3975,R062,3.57,328,2017-12-12
TC3976,R447,2.11,479,2021-03-09
TC3977,R345,6.18,303,2023-12-16
TC3978,R485,8.77,362,2020-10-17
TC3979,R116,7.77,375,2019-10-19
TC3980,R303,7.48,70,2017-09-16
TC3981,R471,8.7,166,2023-02-22
TC3982,R130,3.77,161,2023-09-15
TC3983,R079,8.62,434,2018-03-10
TC3984,R186,3.79,251,2019-03-30
TC3985,R387,2.02,332,2024-05-13
TC3986,R356,7.94,371,2021-02-17
TC3987,R310,9.43,423,2022-09-05
TC3988,R226,8.16,352,2023-01-18
TC3989,R217,4.52,465,2024-04-11
TC3990,R321,8.73,436,2023-10-08
TC3991,R155,9.26,234,2018-12-17
TC3992,R103,7.17,357,2021-05-13
TC3993,R039,6.63,135,2023-06-04
TC3994,R127,3.16,160,2024-08-31
TC3995,R303,1.2,290,2022-07-04
TC3996,R032,5.56,393,2017-10-23
TC3997,R302,6.95,175,2022-03-05
TC3998,R456,8.13,225,2025-01-14
TC3999,R474,8.55,448,2021-06-17
TC4000,R131,4.1,307,2019-03-10
TC4001,R259,5.1,215,2022-08-23
TC4002,R486,1.55,440,2020-05-05
TC4003,R143,4.59,311,2024-05-31
TC4004,R173,1.1,381,2024-07-12
TC4005,R483,4.46,152,2021-01-27
TC4006,R331,7.85,499,2018-04-25
TC4007,R366,9.4,423,2016/02/21
TC4008,R373,8.57,267,2023-09-13
TC4009,R121,8.77,203,2017-10-01
TC4010,R076,9.98,267,2018-07-19
TC4011,R117,1.04,126,2020-06-19
TC4012,R367,3.85,384,2023-01-09
TC4013,R397,9.83,372,2021-01-09
TC4014,R236,1.07,354,2024-06-07
TC4015,R261,2.11,303,2022-01-03
TC4016,R184,1.55,108,2023-07-16
TC4017,R058,3.06,271,2021-09-03
TC4018,R088,2.04,240,2020-01-30
TC4019,R191,1.24,340,2017-09-19
TC4020,R209,3.91,497,2022-05-13
TC4021,R249,8.43,300,2020-07-17
TC4022,R414,9.45,409,2021-01-22
TC4023,R407,2.25,398,2020-09-15
TC4024,R490,4.48,410,2017-03-06
TC4025,R448,2.78,361,2017-03-31
TC4026,R248,5.3,494,2016/03/06
TC4027,R478,3.76,484,2020-02-11
